algorithm,ranks,mean_seconds,std_seconds
mpi,1,96.60524678733333,0.19073123433163733
mpi,2,53.136471259,0.32809083670651673
mpi,4,42.68345822433333,8.118258753740928
serial,1,98.39119474033333,2.8011967428783437
